i_cd_ref;i_array_agg;i_count;f_cd_ref;f_array_agg;f_count;att_list;att_nb;media_nb;grappe_change;action;cas
131307;{131307};1;131308;{131307,131308};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
131308;{131308};1;131308;{131307,131308};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
131373;{131373};1;82498;{82498,131373};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
131410;{131410};1;82656;{82656,131410};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
131467;{131467};1;131467;{131467,131491};2;;;4;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
131491;{131491};1;131467;{131467,131491};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
131662;{131662};1;83832;{83832,131662};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
132201;{132201};1;144382;{132201};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
132542;{132542};1;87872;{132542};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
132569;{132569};1;87971;{132569};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
132363;{132363};1;87106;{87106,132363};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
132462;{132462};1;87577;{87577,132462};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
132541;{132541};1;87849;{87849,132541};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
132568;{132568};1;87964;{87964,132568};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
132676;{132676};1;88467;{88467,132676};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
133577;{133577};1;93613;{93613,133577};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
134362;{134362};1;967227;{134362};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
134141;{134141};1;134141;{134141,134143};2;;;1;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
134143;{134143};1;134141;{134141,134143};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
134480;{134480};1;98054;{98054,134480};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
134495;{134495};1;98079;{98079,134495};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
136991;{136991};1;612437;{136991};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
136789;{136789};1;103406;{103406,136789,136793};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
136793;{136793};1;103406;{103406,136789,136793};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
137531;{137531};1;939840;{137531};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
137665;{137665};1;137671;{137665};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
137323;{137323};1;106144;{106144,137323};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
137343;{137343};1;106226;{106226,137343};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
138027;{138027};1;109309;{109309,138027};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
138751;{138751};1;113378;{138751};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
138682;{138682};1;138682;{138682,149336};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
138859;{138859};1;113748;{113748,138859};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
139432;{139432};1;965168;{139432};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
139433;{139433};1;965160;{139433};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
138998;{138998};1;138998;{138998,149743};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
139008;{139008};1;139008;{139008,612546};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
139846;{139846};1;139849;{139846,139849};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
139849;{139849};1;139849;{139846,139849};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
140630;{140630};1;952591;{140630};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
140624;{140624};1;121047;{121047,140624};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
141110;{141110};1;141110;{141110,141113};2;;;4;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
141113;{141113};1;141110;{141110,141113};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
141182;{141182};1;141182;{141182,151823};2;;;10;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
141766;{141766};1;126650;{126650,141766,141769};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
141769;{141769};1;126650;{126650,141766,141769};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
142220;{142220};1;129265;{129265,142220,152461};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
143447;{143447};1;81994;{143447};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
143449;{143449};1;82015;{143449};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
148083;{148083};1;148085;{148083};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
143448;{143448};1;131296;{131296,143448};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
143682;{143682};1;83195;{83195,143682};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
145240;{145240};1;88949;{88949,145240};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
149336;{149336};1;138682;{138682,149336};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
149732;{149732};1;114297;{114297,149732};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
149743;{149743};1;138998;{138998,149743};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
150292;{150292};1;116112;{116112,150292};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
150441;{150441};1;116952;{116952,150441};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
155066;{155066};1;159777;{155066};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
152461;{152461};1;129265;{129265,142220,152461};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
151823;{151823};1;141182;{141182,151823};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
152410;{152410};1;129000;{129000,152410};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
161017;{161017};1;107003;{107003,161017};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
161543;{161543};1;85357;{85357,161543};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
162902;{162902};1;972076;{162902};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
163109;{163109};1;953002;{163109};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
163110;{163110};1;521613;{163110};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
188987;{188987};1;939298;{188987};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
191508;{191508};1;191507;{191508};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
192619;{192619};1;948713;{192619};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
193132;{193132};1;939319;{193132};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
195449;{195449};1;939386;{195449};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
196001;{196001};1;939388;{196001};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
226904;{226904};1;226976;{226904};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
236638;{236638};1;967688;{236638};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
238332;{238332};1;829029;{238332};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
238459;{238459,699552};2;937893;{238459,699552};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
240287;{240287};1;240287;{66172,240287,535850,535851};4;;;1;cas3: f_cd_ref;Merge attributes if exists;merge
242257;{242257};1;956573;{242257};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
245971;{245971};1;964264;{245971};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
246688;{246688};1;946857;{246688};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
246692;{246692};1;946860;{246692};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
247904;{247904};1;937107;{247904};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
248040;{248040};1;415963;{248040};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
248365;{54737,248365};2;54737;{54737,248365};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
248366;{54739};1;54739;{54739};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
249060;{249060};1;939795;{249060};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
249084;{249084};1;941013;{249084};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
249838;{249838};1;943799;{249838};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
432552;{432552};1;971801;{432552};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
433984;{433984};1;3864;{3864,433984};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434112;{434112};1;435705;{434112};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434207;{434207};1;435838;{434207};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434153;{434153};1;434151;{434153,434155};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434155;{434155};1;434151;{434153,434155};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434290;{434290};1;839013;{434290};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434291;{434291};1;839015;{434291};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434483;{434483};1;970669;{434483};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434459;{434459};1;434459;{434459,434655,434656};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434387;{434387};1;434387;{434387,786522};2;;;2;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434466;{434466};1;434466;{434466,434659};2;;;10;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434655;{434655};1;434459;{434459,434655,434656};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434656;{434656};1;434459;{434459,434655,434656};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434535;{434535};1;4849;{4849,434535};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434561;{434561};1;4400;{4380,4400,434561};3;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434564;{434564};1;4776;{4776,434564};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434576;{434576};1;5347;{5347,434576};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434611;{434611};1;5072;{5072,434611};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434641;{434641};1;5090;{5090,434641};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434645;{434645};1;5903;{5903,434645};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434659;{434659};1;434466;{434466,434659};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434560;{434560};1;4379;{434560};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434575;{434575};1;435781;{434575};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434601;{434601};1;435912;{434601};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434612;{434612};1;963689;{434612};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434654;{434654};1;962117;{434654};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434657;{434657};1;809935;{434657};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
436220;{434469,436220};2;960102;{434469,436220};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434669;{434669};1;5167;{5167,434669,434670};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434670;{434670};1;5167;{5167,434669,434670};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434668;{434668};1;904296;{6074,434668,904296};3;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434677;{434677};1;5892;{5892,434677};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
445260;{445260};1;971766;{445260};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
462405;{462405};1;510211;{462405};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
462688;{462688};1;967902;{462688};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
463021;{463021};1;510477;{463021};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
463934;{463934};1;971417;{463934};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
463935;{463935};1;520784;{463935};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
463960;{463960};1;971210;{463960};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
463962;{463962};1;971414;{463962};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
464852;{464852};1;972324;{464852};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
465265;{465265};1;966674;{465265};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
469181;{469181};1;967892;{469181};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
469186;{469186};1;968063;{469186};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
469183;{469183};1;968047;{29418,469183,469184};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
469184;{469184};1;968047;{29418,469183,469184};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
469190;{469190};1;967886;{29450,29457,469190};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
469175;{469175};1;971178;{29377,469175};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
469182;{469182};1;967890;{29392,469182};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
469196;{469196};1;971198;{29468,469196};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
469621;{469621};1;33087;{33087,469621};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
470018;{470018};1;966675;{470018};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
608240;{53296,608240};2;956887;{53296,608240};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
608241;{53300,219749,608241};3;956888;{53300,219749,608241};3;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
535850;{535850};1;240287;{66172,240287,535850,535851};4;;;;cas3: f_cd_ref;Merge attributes if exists;merge
535851;{66172,535851};2;240287;{66172,240287,535850,535851};4;;;;cas3: f_cd_ref;Loose attributes and medium now attach to No one;split and merge
608803;{608803};1;115397;{608803};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
610002;{610002};1;129875;{610002};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
610917;{610917};1;610917;{610917,613696};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
611983;{611983};1;969492;{611983};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612202;{612202};1;85904;{85904,612202,718653};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
613128;{142144};1;142144;{142144};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612442;{612442};1;970963;{91900,612442};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
612546;{612546};1;139008;{139008,612546};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
613082;{613082};1;105214;{105214,613082};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
613448;{613448};1;610794;{613448};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
619752;{103562,619752};2;103562;{103562,619752};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
620975;{620975};1;128066;{620975};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
613632;{613632};1;81992;{81992,613632};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
613696;{613696};1;610917;{610917,613696};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
613836;{613836};1;130873;{130873,613836};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
